"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TrnP",0,NA,NA,NA,NA,NA
"TrnT",0,NA,NA,NA,NA,NA
"CYTB",0,NA,NA,NA,NA,NA
"TrnE",0,NA,NA,NA,NA,NA
"ND6",0,NA,NA,NA,NA,NA
"ND5",0,NA,NA,NA,NA,NA
"TrnL2",0,NA,NA,NA,NA,NA
"TrnS2",0,NA,NA,NA,NA,NA
"TrnH",0,NA,NA,NA,NA,NA
"ND4",0,NA,NA,NA,NA,NA
"ND4L",0,NA,NA,NA,NA,NA
"TrnR",0,NA,NA,NA,NA,NA
"ND3",0,NA,NA,NA,NA,NA
"TrnG",0,NA,NA,NA,NA,NA
"COX3",0,NA,NA,NA,NA,NA
"ATP6",0,NA,NA,NA,NA,NA
"ATP8",0,NA,NA,NA,NA,NA
"TrnK",0,NA,NA,NA,NA,NA
"COX2",0,NA,NA,NA,NA,NA
"TrnD",0,NA,NA,NA,NA,NA
"TrnS1",0,NA,NA,NA,NA,NA
"COX1",0,NA,NA,NA,NA,NA
"TrnY",0,NA,NA,NA,NA,NA
"TrnC",0,NA,NA,NA,NA,NA
"TrnN",0,NA,NA,NA,NA,NA
"TrnA",0,NA,NA,NA,NA,NA
"TrnW",0,NA,NA,NA,NA,NA
"ND2",0,NA,NA,NA,NA,NA
"TrnM",0,NA,NA,NA,NA,NA
"TrnQ",0,NA,NA,NA,NA,NA
"TrnI",0,NA,NA,NA,NA,NA
"ND1",0,NA,NA,NA,NA,NA
"TrnL1",0,NA,NA,NA,NA,NA
"mt-Rnr2",0,NA,NA,NA,NA,NA
"TrnV",0,NA,NA,NA,NA,NA
"mt-Rnr1",0,NA,NA,NA,NA,NA
"TrnF",0,NA,NA,NA,NA,NA
"LOC118568479",0,NA,NA,NA,NA,NA
"Pisd-ps3",0,NA,NA,NA,NA,NA
"LOC100861738",0,NA,NA,NA,NA,NA
"LOC118568478",0,NA,NA,NA,NA,NA
"LOC100861749",0,NA,NA,NA,NA,NA
"LOC118568476",0,NA,NA,NA,NA,NA
"LOC434608",0,NA,NA,NA,NA,NA
"LOC673652",0,NA,NA,NA,NA,NA
"LOC102639428",0,NA,NA,NA,NA,NA
"LOC100040974",0,NA,NA,NA,NA,NA
"LOC115489316",0,NA,NA,NA,NA,NA
"LOC674011",0,NA,NA,NA,NA,NA
"LOC100043931",0,NA,NA,NA,NA,NA
"LOC100042019",0,NA,NA,NA,NA,NA
"LOC630077",0,NA,NA,NA,NA,NA
"LOC115489317",0,NA,NA,NA,NA,NA
"LOC100861691",0,NA,NA,NA,NA,NA
"LOC108168645",0,NA,NA,NA,NA,NA
"Gm33272",0,NA,NA,NA,NA,NA
"Erdr1",0.196887583712017,-0.884299533882621,4.0804728567969,-0.216714965377023,0.828430484473591,0.977178756916937
"Mid1-ps1",0,NA,NA,NA,NA,NA
"G530011O06Rik",0,NA,NA,NA,NA,NA
"Gm52481",0,NA,NA,NA,NA,NA
"Gm20837",0,NA,NA,NA,NA,NA
"Gm20879",0,NA,NA,NA,NA,NA
"Gm21996",0,NA,NA,NA,NA,NA
"Gm21838",0,NA,NA,NA,NA,NA
"Gm21287",0,NA,NA,NA,NA,NA
"Gm20819",0,NA,NA,NA,NA,NA
"Gm20906",0,NA,NA,NA,NA,NA
"Gm21813",0,NA,NA,NA,NA,NA
"Gm21477",0,NA,NA,NA,NA,NA
"Gm21470",0,NA,NA,NA,NA,NA
"Gm21462",0,NA,NA,NA,NA,NA
"Gm20860",0,NA,NA,NA,NA,NA
"Vmn2r-ps156",0,NA,NA,NA,NA,NA
"Vmn2r-ps157",0,NA,NA,NA,NA,NA
"Gm20861",0,NA,NA,NA,NA,NA
"Gm21435",0,NA,NA,NA,NA,NA
"Gm20854",0,NA,NA,NA,NA,NA
"Gm20856",0,NA,NA,NA,NA,NA
"Vmn2r-ps152",0,NA,NA,NA,NA,NA
"Vmn2r-ps153",0,NA,NA,NA,NA,NA
"Vmn2r-ps154",0,NA,NA,NA,NA,NA
"Vmn2r-ps155",0,NA,NA,NA,NA,NA
"Gm21409",0,NA,NA,NA,NA,NA
"Gm21394",0,NA,NA,NA,NA,NA
"Gm21380",0,NA,NA,NA,NA,NA
"Gm20863",0,NA,NA,NA,NA,NA
"Gm20862",0,NA,NA,NA,NA,NA
"LOC118568457",0,NA,NA,NA,NA,NA
"Gm21344",0,NA,NA,NA,NA,NA
"Gm21333",0,NA,NA,NA,NA,NA
"Gm21317",0,NA,NA,NA,NA,NA
"Gm20801",0,NA,NA,NA,NA,NA
"Gm20912",0,NA,NA,NA,NA,NA
"Gm20911",0,NA,NA,NA,NA,NA
"Gm21282",0,NA,NA,NA,NA,NA
"Gm20841",0,NA,NA,NA,NA,NA
"Gm20791",0,NA,NA,NA,NA,NA
"Gm21257",0,NA,NA,NA,NA,NA
"LOC118568456",0,NA,NA,NA,NA,NA
"Gm21248",0,NA,NA,NA,NA,NA
"Gm21242",0,NA,NA,NA,NA,NA
"Gm20916",0,NA,NA,NA,NA,NA
"Gm20917",0,NA,NA,NA,NA,NA
"Gm20919",0,NA,NA,NA,NA,NA
"Gm20806",0,NA,NA,NA,NA,NA
"Gm20808",0,NA,NA,NA,NA,NA
"LOC118568458",0,NA,NA,NA,NA,NA
"Orly",0,NA,NA,NA,NA,NA
"Gm21198",0,NA,NA,NA,NA,NA
"Gm20867",0,NA,NA,NA,NA,NA
"Gm21650",0,NA,NA,NA,NA,NA
"Gm21638",0,NA,NA,NA,NA,NA
"Gm20859",0,NA,NA,NA,NA,NA
"Gm21180",0,NA,NA,NA,NA,NA
"Gm46713",0,NA,NA,NA,NA,NA
"Gm21163",0,NA,NA,NA,NA,NA
"Gm21155",0,NA,NA,NA,NA,NA
"Gm20850",0,NA,NA,NA,NA,NA
"Gm21111",0,NA,NA,NA,NA,NA
"Gm20814",0,NA,NA,NA,NA,NA
"Gm20813",0,NA,NA,NA,NA,NA
"Vmn2r-ps142",0,NA,NA,NA,NA,NA
"Vmn2r-ps141",0,NA,NA,NA,NA,NA
"Gm21076",0,NA,NA,NA,NA,NA
"Gm29109",0,NA,NA,NA,NA,NA
"Gm20805",0,NA,NA,NA,NA,NA
"Gm21715",0,NA,NA,NA,NA,NA
"Gm20903",0,NA,NA,NA,NA,NA
"Gm20902",0,NA,NA,NA,NA,NA
"Gm21683",0,NA,NA,NA,NA,NA
"Gm20800",0,NA,NA,NA,NA,NA
"Gm20848",0,NA,NA,NA,NA,NA
"Gm20847",0,NA,NA,NA,NA,NA
"Gm20846",0,NA,NA,NA,NA,NA
"Gm20844",0,NA,NA,NA,NA,NA
"Gm20843",0,NA,NA,NA,NA,NA
"Gm20842",0,NA,NA,NA,NA,NA
"Gm46712",0,NA,NA,NA,NA,NA
"1700040F15Rik",0,NA,NA,NA,NA,NA
"Gm20868",0,NA,NA,NA,NA,NA
"Gm20866",0,NA,NA,NA,NA,NA
"Gm28840",0,NA,NA,NA,NA,NA
"Gm20886",0,NA,NA,NA,NA,NA
"Gm20888",0,NA,NA,NA,NA,NA
"4932431L22Rik",0,NA,NA,NA,NA,NA
"Gm21118",0,NA,NA,NA,NA,NA
"Gm21672",0,NA,NA,NA,NA,NA
"Gm21524",0,NA,NA,NA,NA,NA
"Gm20932",0,NA,NA,NA,NA,NA
"Gm21160",0,NA,NA,NA,NA,NA
"Gm21151",0,NA,NA,NA,NA,NA
"Gm20818",0,NA,NA,NA,NA,NA
"Gm29452",0,NA,NA,NA,NA,NA
"Gm20816",0,NA,NA,NA,NA,NA
"Gm21127",0,NA,NA,NA,NA,NA
"Gm20937",0,NA,NA,NA,NA,NA
"Gm20935",0,NA,NA,NA,NA,NA
"Gm21806",0,NA,NA,NA,NA,NA
"Gm20874",0,NA,NA,NA,NA,NA
"Gm21794",0,NA,NA,NA,NA,NA
"Gm21114",0,NA,NA,NA,NA,NA
"Gm28646",0,NA,NA,NA,NA,NA
"Ssty2",0,NA,NA,NA,NA,NA
"Gm20852",0,NA,NA,NA,NA,NA
"Gm20933",0,NA,NA,NA,NA,NA
"Gm20934",0,NA,NA,NA,NA,NA
"Gm20936",0,NA,NA,NA,NA,NA
"Gm20736",0,NA,NA,NA,NA,NA
"Gm20924",0,NA,NA,NA,NA,NA
"Gm21171",0,NA,NA,NA,NA,NA
"Gm20921",0,NA,NA,NA,NA,NA
"Gm46711",0,NA,NA,NA,NA,NA
"Gm20908",0,NA,NA,NA,NA,NA
"Gm20907",0,NA,NA,NA,NA,NA
"Gm20882",0,NA,NA,NA,NA,NA
"Gm21654",0,NA,NA,NA,NA,NA
"Gm20885",0,NA,NA,NA,NA,NA
"Gm21634",0,NA,NA,NA,NA,NA
"Gm46710",0,NA,NA,NA,NA,NA
"Gm21627",0,NA,NA,NA,NA,NA
"Gm21617",0,NA,NA,NA,NA,NA
"Gm21530",0,NA,NA,NA,NA,NA
"Gm20823",0,NA,NA,NA,NA,NA
"Gm21518",0,NA,NA,NA,NA,NA
"Gm20804",0,NA,NA,NA,NA,NA
"Gm20803",0,NA,NA,NA,NA,NA
"Gm46709",0,NA,NA,NA,NA,NA
"Gm21573",0,NA,NA,NA,NA,NA
"LOC108168536",0,NA,NA,NA,NA,NA
"Gm21918",0,NA,NA,NA,NA,NA
"Gm28891",0,NA,NA,NA,NA,NA
"Gm21843",0,NA,NA,NA,NA,NA
"Gm20871",0,NA,NA,NA,NA,NA
"Gm21758",0,NA,NA,NA,NA,NA
"Gm21861",0,NA,NA,NA,NA,NA
"Gm28326",0,NA,NA,NA,NA,NA
"Gm21724",0,NA,NA,NA,NA,NA
"Gm21943",0,NA,NA,NA,NA,NA
"Sly",0,NA,NA,NA,NA,NA
"Gm20913",0,NA,NA,NA,NA,NA
"LOC118568459",0,NA,NA,NA,NA,NA
"Gm21340",0,NA,NA,NA,NA,NA
"Gm21330",0,NA,NA,NA,NA,NA
"Gm20931",0,NA,NA,NA,NA,NA
"Gm20930",0,NA,NA,NA,NA,NA
"Gm20927",0,NA,NA,NA,NA,NA
"Gm21302",0,NA,NA,NA,NA,NA
"Vmn2r-ps151",0,NA,NA,NA,NA,NA
"Vmn2r-ps150",0,NA,NA,NA,NA,NA
"Gm20929",0,NA,NA,NA,NA,NA
"Gm20747",0,NA,NA,NA,NA,NA
"Gm21285",0,NA,NA,NA,NA,NA
"Gm21275",0,NA,NA,NA,NA,NA
"Gm21268",0,NA,NA,NA,NA,NA
"Gm21258",0,NA,NA,NA,NA,NA
"Gm21249",0,NA,NA,NA,NA,NA
"Gm20923",0,NA,NA,NA,NA,NA
"Gm21245",0,NA,NA,NA,NA,NA
"Gm46708",0,NA,NA,NA,NA,NA
"Gm20920",0,NA,NA,NA,NA,NA
"Gm21396",0,NA,NA,NA,NA,NA
"Gm21387",0,NA,NA,NA,NA,NA
"Gm20884",0,NA,NA,NA,NA,NA
"Gm21117",0,NA,NA,NA,NA,NA
"Gm20887",0,NA,NA,NA,NA,NA
"Gm20889",0,NA,NA,NA,NA,NA
"Gm46707",0,NA,NA,NA,NA,NA
"Gm20883",0,NA,NA,NA,NA,NA
"Gm20881",0,NA,NA,NA,NA,NA
"Gm20880",0,NA,NA,NA,NA,NA
"Gm21316",0,NA,NA,NA,NA,NA
"Gm21209",0,NA,NA,NA,NA,NA
"LOC118567358",0,NA,NA,NA,NA,NA
"Gm21308",0,NA,NA,NA,NA,NA
"Gm46706",0,NA,NA,NA,NA,NA
"Gm28553",0,NA,NA,NA,NA,NA
"Gm21281",0,NA,NA,NA,NA,NA
"Gm21191",0,NA,NA,NA,NA,NA
"Gm20792",0,NA,NA,NA,NA,NA
"Gm21751",0.729539249828037,0.824801036293791,3.28427835428763,0.251136154527527,0.801708844130572,0.977178756916937
"Gm21170",0,NA,NA,NA,NA,NA
"Gm21256",0,NA,NA,NA,NA,NA
"LOC118568467",0.192269047223276,1.03925381775987,4.0804728567969,0.254689555409925,0.798962883861082,0.977178756916937
"Gm21247",0,NA,NA,NA,NA,NA
"Gm29647",0,NA,NA,NA,NA,NA
"LOC118567357",0,NA,NA,NA,NA,NA
"Gm28459",0,NA,NA,NA,NA,NA
"LOC118568466",0,NA,NA,NA,NA,NA
"Gm21783",0,NA,NA,NA,NA,NA
"LOC118568465",0,NA,NA,NA,NA,NA
"Gm21739",0,NA,NA,NA,NA,NA
"Gm21241",0,NA,NA,NA,NA,NA
"LOC118568464",0,NA,NA,NA,NA,NA
"Gm28504",0,NA,NA,NA,NA,NA
"Gm21805",0,NA,NA,NA,NA,NA
"Gm29276",0,NA,NA,NA,NA,NA
"LOC118568463",0,NA,NA,NA,NA,NA
"Gm20827",0,NA,NA,NA,NA,NA
"Gm28597",0,NA,NA,NA,NA,NA
"Gm46705",0,NA,NA,NA,NA,NA
"Gm46704",0,NA,NA,NA,NA,NA
"Gm20832",0,NA,NA,NA,NA,NA
"Gm20795",0,NA,NA,NA,NA,NA
"Gm20793",0,NA,NA,NA,NA,NA
"Gm21865",0,NA,NA,NA,NA,NA
"Gm28371",0,NA,NA,NA,NA,NA
"Gm20901",0,NA,NA,NA,NA,NA
"Gapdh-ps15",0,NA,NA,NA,NA,NA
"Gm20897",0,NA,NA,NA,NA,NA
"Gm20738",0,NA,NA,NA,NA,NA
"Gm20905",0,NA,NA,NA,NA,NA
"Gm20835",0,NA,NA,NA,NA,NA
"Gm46703",0,NA,NA,NA,NA,NA
"Gm20898",0,NA,NA,NA,NA,NA
"Gm46702",0,NA,NA,NA,NA,NA
"Gm20896",0,NA,NA,NA,NA,NA
"Gm20798",0,NA,NA,NA,NA,NA
"Vmn2r-ps143",0,NA,NA,NA,NA,NA
"Vmn2r-ps144",0,NA,NA,NA,NA,NA
"Gm20799",0,NA,NA,NA,NA,NA
"Gm20855",0,NA,NA,NA,NA,NA
"Gm20853",0,NA,NA,NA,NA,NA
"Gm21201",0,NA,NA,NA,NA,NA
"Gm21184",0,NA,NA,NA,NA,NA
"Gm21647",0,NA,NA,NA,NA,NA
"Gm21745",0,NA,NA,NA,NA,NA
"Gm20838",0,NA,NA,NA,NA,NA
"Gm21756",0,NA,NA,NA,NA,NA
"Gm21810",0,NA,NA,NA,NA,NA
"Gm21094",0,NA,NA,NA,NA,NA
"Gm21753",0,NA,NA,NA,NA,NA
"LOC102639191",0,NA,NA,NA,NA,NA
"Gm21737",0,NA,NA,NA,NA,NA
"Gm21908",0,NA,NA,NA,NA,NA
"Gm29582",0,NA,NA,NA,NA,NA
"Gm28091",0,NA,NA,NA,NA,NA
"Gm28093",0,NA,NA,NA,NA,NA
"Gm29317",0,NA,NA,NA,NA,NA
"Gm21679",0,NA,NA,NA,NA,NA
"Gm20810",0,NA,NA,NA,NA,NA
"Gm21642",0,NA,NA,NA,NA,NA
"Gm20894",0,NA,NA,NA,NA,NA
"Gm20893",0,NA,NA,NA,NA,NA
"Gm20891",0,NA,NA,NA,NA,NA
"Gm21506",0,NA,NA,NA,NA,NA
"LOC118568462",0,NA,NA,NA,NA,NA
"Gm21488",0,NA,NA,NA,NA,NA
"Gm21476",0,NA,NA,NA,NA,NA
"Gm20892",0,NA,NA,NA,NA,NA
"LOC118568461",0,NA,NA,NA,NA,NA
"Gm20890",0,NA,NA,NA,NA,NA
"Gm20895",0,NA,NA,NA,NA,NA
"Gm21443",0,NA,NA,NA,NA,NA
"Gm20858",0,NA,NA,NA,NA,NA
"Gm21427",0,NA,NA,NA,NA,NA
"Gm20857",0,NA,NA,NA,NA,NA
"Gm21412",0,NA,NA,NA,NA,NA
"Gm20809",0,NA,NA,NA,NA,NA
"Gm20840",0,NA,NA,NA,NA,NA
"Gm29740",0,NA,NA,NA,NA,NA
"Gm20926",0,NA,NA,NA,NA,NA
"Gm20925",0,NA,NA,NA,NA,NA
"Gm21661",0,NA,NA,NA,NA,NA
"Gm21469",0,NA,NA,NA,NA,NA
"Gm21366",0,NA,NA,NA,NA,NA
"Gm21065",0,NA,NA,NA,NA,NA
"Gm20865",0,NA,NA,NA,NA,NA
"Gm20909",0,NA,NA,NA,NA,NA
"Gm20910",0,NA,NA,NA,NA,NA
"Gm36891",0,NA,NA,NA,NA,NA
"Gm35843",0,NA,NA,NA,NA,NA
"Gm21763",0,NA,NA,NA,NA,NA
"Gm35134",0,NA,NA,NA,NA,NA
"Gm21678",0,NA,NA,NA,NA,NA
"Gm21660",0,NA,NA,NA,NA,NA
"Gm20851",0,NA,NA,NA,NA,NA
"Ssty1",0,NA,NA,NA,NA,NA
"Gm20831",0,NA,NA,NA,NA,NA
"Srsy",0,NA,NA,NA,NA,NA
"Gm20772",0,NA,NA,NA,NA,NA
"Gm20833",0,NA,NA,NA,NA,NA
"Gm20739",0,NA,NA,NA,NA,NA
"Gm20780",0,NA,NA,NA,NA,NA
"Rbm31y",0,NA,NA,NA,NA,NA
"Gm20781",0,NA,NA,NA,NA,NA
"Gm20877",0,NA,NA,NA,NA,NA
"Gm20770",0,NA,NA,NA,NA,NA
"Gm46701",0,NA,NA,NA,NA,NA
"Gm20822",0,NA,NA,NA,NA,NA
"Vmn2r-ps146",0,NA,NA,NA,NA,NA
"Gm38185",0,NA,NA,NA,NA,NA
"Gm31511",0,NA,NA,NA,NA,NA
"Gm31186",0,NA,NA,NA,NA,NA
"Gm30737",0,NA,NA,NA,NA,NA
"Gm20928",0,NA,NA,NA,NA,NA
"Gm20836",0,NA,NA,NA,NA,NA
"Gm20773",0,NA,NA,NA,NA,NA
"Gm21454",0,NA,NA,NA,NA,NA
"Gm21440",0,NA,NA,NA,NA,NA
"Gm21828",0,NA,NA,NA,NA,NA
"Gm21425",0,NA,NA,NA,NA,NA
"Gm20807",0,NA,NA,NA,NA,NA
"Gm21393",0,NA,NA,NA,NA,NA
"Gm21513",0,NA,NA,NA,NA,NA
"Gm21379",0,NA,NA,NA,NA,NA
"Gm20812",0,NA,NA,NA,NA,NA
"Gm46700",0,NA,NA,NA,NA,NA
"Gm20828",0,NA,NA,NA,NA,NA
"Vmn2r-ps147",0,NA,NA,NA,NA,NA
"Gm20776",0,NA,NA,NA,NA,NA
"Gm20777",0,NA,NA,NA,NA,NA
"Gm20775",0,NA,NA,NA,NA,NA
"Gm20737",0,NA,NA,NA,NA,NA
"Gm20834",0,NA,NA,NA,NA,NA
"Gm21310",0,NA,NA,NA,NA,NA
"Gm21301",0,NA,NA,NA,NA,NA
"Gm21292",0,NA,NA,NA,NA,NA
"Gm20815",0,NA,NA,NA,NA,NA
"Gm20824",0,NA,NA,NA,NA,NA
"Gm20825",0,NA,NA,NA,NA,NA
"Gm28576",0,NA,NA,NA,NA,NA
"Gm46699",0,NA,NA,NA,NA,NA
"Vmn2r-ps149",0,NA,NA,NA,NA,NA
"Gm20826",0,NA,NA,NA,NA,NA
"Gm28998",0,NA,NA,NA,NA,NA
"Gm46698",0,NA,NA,NA,NA,NA
"Gm21244",0,NA,NA,NA,NA,NA
"Gm28442",0,NA,NA,NA,NA,NA
"Gm20830",0,NA,NA,NA,NA,NA
"Gm20873",0,NA,NA,NA,NA,NA
"LOC118568460",0,NA,NA,NA,NA,NA
"Gm20914",0,NA,NA,NA,NA,NA
"Gm20918",0,NA,NA,NA,NA,NA
"Gm21064",0,NA,NA,NA,NA,NA
"Vmn2r-ps140",0,NA,NA,NA,NA,NA
"Vmn2r-ps139",0,NA,NA,NA,NA,NA
"Gm8525",0,NA,NA,NA,NA,NA
"Gm18177",0,NA,NA,NA,NA,NA
"Gm28649",0,NA,NA,NA,NA,NA
"Gm2325",0,NA,NA,NA,NA,NA
"Gm3376",0,NA,NA,NA,NA,NA
"Gm2316",0,NA,NA,NA,NA,NA
"Rhoay-ps2",0,NA,NA,NA,NA,NA
"Gm21156",0,NA,NA,NA,NA,NA
"Gm21708",0,NA,NA,NA,NA,NA
"Gm21147",0,NA,NA,NA,NA,NA
"Gm21704",0,NA,NA,NA,NA,NA
"Gm21139",0,NA,NA,NA,NA,NA
"Gm21693",0,NA,NA,NA,NA,NA
"Gm21133",0,NA,NA,NA,NA,NA
"Gm21677",0,NA,NA,NA,NA,NA
"Gm8510",0,NA,NA,NA,NA,NA
"Gm10352",0,NA,NA,NA,NA,NA
"Gm8506",0,NA,NA,NA,NA,NA
"Gm10256",0,NA,NA,NA,NA,NA
"Gm8502",0,NA,NA,NA,NA,NA
"Rbmy",0,NA,NA,NA,NA,NA
"Gm8498",0,NA,NA,NA,NA,NA
"Gm6137",0,NA,NA,NA,NA,NA
"Gm4064",0,NA,NA,NA,NA,NA
"H2al2b",0,NA,NA,NA,NA,NA
"Gm18798",0,NA,NA,NA,NA,NA
"Sry",0,NA,NA,NA,NA,NA
"Uba1y-ps1",0,NA,NA,NA,NA,NA
"H2al2c",0,NA,NA,NA,NA,NA
"Vmn2r-ps138",0,NA,NA,NA,NA,NA
"Vmn2r-ps137",0,NA,NA,NA,NA,NA
"Gm46697",0,NA,NA,NA,NA,NA
"Gm46718",0,NA,NA,NA,NA,NA
"Gm18178",0,NA,NA,NA,NA,NA
"Gm39555",0,NA,NA,NA,NA,NA
"Gm18796",0,NA,NA,NA,NA,NA
"Uba1y-ps2",0,NA,NA,NA,NA,NA
"Zfy2",0,NA,NA,NA,NA,NA
"Rhoay-ps1",0,NA,NA,NA,NA,NA
"Gm18797",0,NA,NA,NA,NA,NA
"Vmn2r-ps136",0,NA,NA,NA,NA,NA
"Gm8446",0,NA,NA,NA,NA,NA
"Gm17790",0.154358237503173,-0.884299533882621,4.0804728567969,-0.216714965377023,0.828430484473591,0.977178756916937
"Gm25565",0,NA,NA,NA,NA,NA
"Usp9y",0,NA,NA,NA,NA,NA
"Gm5377",0,NA,NA,NA,NA,NA
"Gm18665",0,NA,NA,NA,NA,NA
"Gm4017",0,NA,NA,NA,NA,NA
"Ddx3y",10.859659380122,0.0962051826694048,3.24041292694632,0.0296891738300976,0.97631494614919,0.992447937817757
"Uty",0.484445255445179,0.972815851754994,4.03852002742429,0.240884245998265,0.809644832544754,0.977178756916937
"Tspy-ps",0,NA,NA,NA,NA,NA
"Eif2s3y",0,NA,NA,NA,NA,NA
"LOC115489305",0,NA,NA,NA,NA,NA
"Kdm5d",0,NA,NA,NA,NA,NA
"Rhoay-ps3",0,NA,NA,NA,NA,NA
"Uba1y",0,NA,NA,NA,NA,NA
"Zfy1",0,NA,NA,NA,NA,NA
"Gm2098",0,NA,NA,NA,NA,NA
"Gm29089",0,NA,NA,NA,NA,NA
"1700020D14Rik",0,NA,NA,NA,NA,NA
"Zf12",0,NA,NA,NA,NA,NA
"LOC100862337",0,NA,NA,NA,NA,NA
"Tmlhe",0,NA,NA,NA,NA,NA
"Spry3",0,NA,NA,NA,NA,NA
"LOC115489310",0,NA,NA,NA,NA,NA
"Vamp7",0,NA,NA,NA,NA,NA
"LOC105243599",0,NA,NA,NA,NA,NA
"LOC118568469",0,NA,NA,NA,NA,NA
"Asmt",0,NA,NA,NA,NA,NA
"Akap17a",0,NA,NA,NA,NA,NA
"2510022D24Rik",0,NA,NA,NA,NA,NA
"Nlgn4l",0,NA,NA,NA,NA,NA
"Sts",0,NA,NA,NA,NA,NA
"LOC118568423",0,NA,NA,NA,NA,NA
"4933400A11Rik",0,NA,NA,NA,NA,NA
"Gm25651",0,NA,NA,NA,NA,NA
"Mid1",0,NA,NA,NA,NA,NA
"Gm15245",0,NA,NA,NA,NA,NA
"Gm15246",0,NA,NA,NA,NA,NA
"Hccs",0,NA,NA,NA,NA,NA
"Amelx",0,NA,NA,NA,NA,NA
"Arhgap6",0,NA,NA,NA,NA,NA
"Msl3",0,NA,NA,NA,NA,NA
"Gm39550",0,NA,NA,NA,NA,NA
"Gm7209",0,NA,NA,NA,NA,NA
"Gm15240",0,NA,NA,NA,NA,NA
"Gm15238",0,NA,NA,NA,NA,NA
"Frmpd4",0,NA,NA,NA,NA,NA
"Gm6744",0,NA,NA,NA,NA,NA
"Gm26368",0,NA,NA,NA,NA,NA
"Prps2",0,NA,NA,NA,NA,NA
"Tlr7",0,NA,NA,NA,NA,NA
"Tlr8",0,NA,NA,NA,NA,NA
"Tmsb4x",0,NA,NA,NA,NA,NA
"Gm39549",0,NA,NA,NA,NA,NA
"Gm15232",0,NA,NA,NA,NA,NA
"Gm8817",0,NA,NA,NA,NA,NA
"Gm8814",0,NA,NA,NA,NA,NA
"n-TSaga3",0,NA,NA,NA,NA,NA
"Gm30354",0,NA,NA,NA,NA,NA
"Gm15230",0,NA,NA,NA,NA,NA
"Rpl7a-ps11",0.625947657496659,1.56562546016447,2.99341892992229,0.523022502635512,0.600958593857934,0.977178756916937
"Gm36918",0,NA,NA,NA,NA,NA
"Gm36867",0,NA,NA,NA,NA,NA
"Gm36547",0,NA,NA,NA,NA,NA
"Gm1720",0,NA,NA,NA,NA,NA
"Egfl6",0,NA,NA,NA,NA,NA
"Tceanc",0,NA,NA,NA,NA,NA
"Gm15223",0,NA,NA,NA,NA,NA
"Gm15229",0,NA,NA,NA,NA,NA
"Rab9",0,NA,NA,NA,NA,NA
"Trappc2",0,NA,NA,NA,NA,NA
"Ofd1",0,NA,NA,NA,NA,NA
"Gpm6b",0,NA,NA,NA,NA,NA
"Gemin8",0,NA,NA,NA,NA,NA
"Gm15225",0,NA,NA,NA,NA,NA
"Gm22062",0,NA,NA,NA,NA,NA
"Gm15236",0,NA,NA,NA,NA,NA
"Glra2",0,NA,NA,NA,NA,NA
"Gm6730",0,NA,NA,NA,NA,NA
"Gm51261",0,NA,NA,NA,NA,NA
"Fancb",0,NA,NA,NA,NA,NA
"Mospd2",0,NA,NA,NA,NA,NA
"Gm15216",0,NA,NA,NA,NA,NA
"Asb9",0,NA,NA,NA,NA,NA
"Gm15211",0,NA,NA,NA,NA,NA
"Asb11",0,NA,NA,NA,NA,NA
"Piga",0,NA,NA,NA,NA,NA
"Vegfd",0,NA,NA,NA,NA,NA
"Gm22023",0,NA,NA,NA,NA,NA
"LOC115489226",0,NA,NA,NA,NA,NA
"Gm46692",0,NA,NA,NA,NA,NA
"Pir",0,NA,NA,NA,NA,NA
"Gm19251",0,NA,NA,NA,NA,NA
"Bmx",0,NA,NA,NA,NA,NA
"Ace2",0,NA,NA,NA,NA,NA
"Cltrn",0,NA,NA,NA,NA,NA
"Siah1b",0,NA,NA,NA,NA,NA
"Car5b",2.38571197459642,0.0992440809376777,2.03434930250256,0.0487841890355764,0.96109128249299,0.992447937817757
"Gm38561",0.729539249828037,0.824801036293791,3.28427835428763,0.251136154527527,0.801708844130572,0.977178756916937
"Zrsr2",0,NA,NA,NA,NA,NA
"Ap1s2",0,NA,NA,NA,NA,NA
"Gm52456",0,NA,NA,NA,NA,NA
"Gm20188",0,NA,NA,NA,NA,NA
"Rnf138rt1",0,NA,NA,NA,NA,NA
"Grpr",0,NA,NA,NA,NA,NA
"Gm7199",0,NA,NA,NA,NA,NA
"Gm26007",0,NA,NA,NA,NA,NA
"Gm15212",0,NA,NA,NA,NA,NA
"Gm22746",0,NA,NA,NA,NA,NA
"S100g",0,NA,NA,NA,NA,NA
"Gm19107",0,NA,NA,NA,NA,NA
"Ctps2",0,NA,NA,NA,NA,NA
"Gm15209",0,NA,NA,NA,NA,NA
"Mir3473a",0,NA,NA,NA,NA,NA
"Syap1",0.308716475006347,-1.76430436827845,4.04075563180259,-0.436627336331,0.662381634367188,0.977178756916937
"Gm23901",0,NA,NA,NA,NA,NA
"Gm16459",0,NA,NA,NA,NA,NA
"Txlng",0,NA,NA,NA,NA,NA
"Rbbp7",2.82370810055404,0.120936147976818,1.69671320481086,0.0712767176172824,0.94317752474119,0.992447937817757
"Gm23786",0,NA,NA,NA,NA,NA
"Gm15201",0,NA,NA,NA,NA,NA
"Gm8737",0,NA,NA,NA,NA,NA
"Gm15206",0,NA,NA,NA,NA,NA
"Gm7331",0,NA,NA,NA,NA,NA
